Suburb,State,Postcode,Longitude ,Latitude 
ANU,ACT,200,149.119,-35.2777
Australian National University,ACT,200,149.1189,-35.2777
DARWIN,NT,800,130.83668,-12.458684
DARWIN CITY,NT,800,130.83668,-12.458684
DARWIN,NT,801,130.83668,-12.458684
WAGAIT BEACH,NT,803,130.7459083,-12.43399126
PARAP,NT,804,130.873315,-12.428017
ALAWA,NT,810,130.866242,-12.381806
BRINKIN,NT,810,130.866242,-12.381806
CASUARINA,NT,810,130.866242,-12.381806
COCONUT GROVE,NT,810,130.8502369,-12.39614166
JINGILI,NT,810,130.866242,-12.381806
LEE POINT,NT,810,130.866242,-12.381806
LYONS,NT,810,130.8885151,-12.35911956
MILLNER,NT,810,130.866242,-12.381806
MOIL,NT,810,130.866242,-12.381806
MUIRHEAD,NT,810,130.8959029,-12.35811947
NAKARA,NT,810,130.866242,-12.381806
NIGHTCLIFF,NT,810,130.866242,-12.381806
RAPID CREEK,NT,810,130.866242,-12.381806
TIWI,NT,810,130.866242,-12.381806
WAGAMAN,NT,810,130.866242,-12.381806
WANGURI,NT,810,130.866242,-12.381806
CASUARINA,NT,811,130.866242,-12.381806
ANULA,NT,812,130.89047,-12.39124885
BUFFALO CREEK,NT,812,130.9209831,-12.34638634
HOLMES,NT,812,130.9268602,-12.38479951
KARAMA,NT,812,130.916098,-12.404778
LEANYER,NT,812,130.916098,-12.404778
MALAK,NT,812,130.916098,-12.404778
MARRARA,NT,812,130.916098,-12.404778
NORTHLAKES,NT,812,130.916098,-12.404778
SANDERSON,NT,812,130.916098,-12.404778
WOODLEIGH GARDENS,NT,812,130.916098,-12.404778
WULAGI,NT,812,130.916098,-12.404778
KARAMA,NT,813,130.916098,-12.404778
SANDERSON,NT,813,130.916098,-12.404778
NIGHTCLIFF,NT,814,130.866242,-12.381806
CHARLES DARWIN UNIVERSITY,NT,815,130.869,-12.3718
BAGOT,NT,820,130.873315,-12.428017
BAYVIEW,NT,820,130.873315,-12.428017
CHARLES DARWIN,NT,820,130.873315,-12.428017
COONAWARRA,NT,820,130.873315,-12.428017
CULLEN BAY,NT,820,130.873315,-12.428017
DARWIN DC,NT,820,130.8664593,-12.4255956
DARWIN INTERNATIONAL AIRPORT,NT,820,130.873315,-12.428017
DARWIN MC,NT,820,130.873315,-12.428017
EAST POINT,NT,820,130.873315,-12.428017
EATON,NT,820,130.880692,-12.4123871
FANNIE BAY,NT,820,130.873315,-12.428017
LARRAKEYAH,NT,820,130.873315,-12.428017
LUDMILLA,NT,820,130.873315,-12.428017
PARAP,NT,820,130.873315,-12.428017
RAAF BASE DARWIN,NT,820,130.873315,-12.428017
STUART PARK,NT,820,130.873315,-12.428017
THE GARDENS,NT,820,130.873315,-12.428017
THE NARROWS,NT,820,130.873315,-12.428017
WINNELLIE,NT,820,130.873315,-12.428017
WOOLNER,NT,820,130.873315,-12.428017
WINNELLIE,NT,821,136.947051,-13.643283
ACACIA HILLS,NT,822,130.6254299,-11.75841975
ANGURUGU,NT,822,130.6254299,-11.75841975
ANINDILYAKWA,NT,822,130.6254299,-11.75841975
ANNIE RIVER,NT,822,130.6254299,-11.75841975
BATHURST ISLAND,NT,822,130.6254299,-11.75841975
BEES CREEK,NT,822,130.6254299,-11.75841975
BELYUEN,NT,822,130.6254299,-11.75841975
BLACK JUNGLE,NT,822,130.6254299,-11.75841975
BLACKMORE,NT,822,130.6254299,-11.75841975
BORDER STORE,NT,822,130.6254299,-11.75841975
BURRUNDIE,NT,822,130.6254299,-11.75841975
BYNOE,NT,822,130.6254299,-11.75841975
BYNOE HARBOUR,NT,822,130.6254299,-11.75841975
CAMP CREEK,NT,822,130.6254299,-11.75841975
CHANNEL ISLAND,NT,822,130.6254299,-11.75841975
CHARLES DARWIN,NT,822,130.6254299,-11.75841975
CHARLOTTE,NT,822,130.6254299,-11.75841975
CLARAVALE,NT,822,130.6254299,-11.75841975
COBOURG,NT,822,130.6254299,-11.75841975
COLLETT CREEK,NT,822,130.6254299,-11.75841975
COOMALIE CREEK,NT,822,130.6254299,-11.75841975
COX PENINSULA,NT,822,130.6254299,-11.75841975
CROKER ISLAND,NT,822,130.6254299,-11.75841975
DALY,NT,822,130.6254299,-11.75841975
DALY RIVER,NT,822,130.6254299,-11.75841975
DARWIN MC,NT,822,130.6254299,-11.75841975
DARWIN RIVER DAM,NT,822,130.6254299,-11.75841975
DELISSAVILLE,NT,822,130.6254299,-11.75841975
DOUGLAS-DALY,NT,822,130.6254299,-11.75841975
EAST ARM,NT,822,130.6254299,-11.75841975
EAST ARNHEM,NT,822,130.6254299,-11.75841975
ELRUNDIE,NT,822,130.6254299,-11.75841975
EVA VALLEY,NT,822,130.6254299,-11.75841975
FINNISS VALLEY,NT,822,130.6254299,-11.75841975
FLEMING,NT,822,130.6254299,-11.75841975
FLY CREEK,NT,822,130.6254299,-11.75841975
FREDS PASS,NT,822,130.6254299,-11.75841975
GALIWINKU,NT,822,130.6254299,-11.75841975
GLYDE POINT,NT,822,130.6254299,-11.75841975
GOULBOURN ISLAND,NT,822,130.6254299,-11.75841975
GOULBURN ISLAND,NT,822,130.6254299,-11.75841975
GUNBALANYA,NT,822,130.6254299,-11.75841975
GUNN POINT,NT,822,130.6254299,-11.75841975
HAYES CREEK,NT,822,130.6254299,-11.75841975
HIDDEN VALLEY,NT,822,130.6254299,-11.75841975
HOTHAM,NT,822,130.6254299,-11.75841975
HUGHES,NT,822,130.6254299,-11.75841975
KAKADU,NT,822,130.6254299,-11.75841975
KOOLPINYAH,NT,822,130.6254299,-11.75841975
LAKE BENNETT,NT,822,130.6254299,-11.75841975
LAMBELLS LAGOON,NT,822,130.6254299,-11.75841975
LITCHFIELD PARK,NT,822,130.6254299,-11.75841975
LIVINGSTONE,NT,822,130.6254299,-11.75841975
LLOYD CREEK,NT,822,130.6254299,-11.75841975
MANDORAH,NT,822,130.6254299,-11.75841975
MANINGRIDA,NT,822,130.6254299,-11.75841975
MAPURU,NT,822,130.6254299,-11.75841975
MARANUNGA,NT,822,130.6254299,-11.75841975
MARGARET RIVER,NT,822,130.6254299,-11.75841975
MARRAKAI,NT,822,130.6254299,-11.75841975
MCMINNS LAGOON,NT,822,130.6254299,-11.75841975
MICKET CREEK,NT,822,130.9523,-12.3651
MICKETT CREEK,NT,822,130.6254299,-11.75841975
MIDDLE POINT,NT,822,130.6254299,-11.75841975
MILIKAPITI,NT,822,130.6254299,-11.75841975
MILINGIMBI,NT,822,130.6254299,-11.75841975
MILLWOOD,NT,822,130.6254299,-11.75841975
MILYAKBURRA,NT,822,130.6254299,-11.75841975
MINJILANG,NT,822,130.6254299,-11.75841975
MOUNT BUNDEY,NT,822,130.6254299,-11.75841975
MURRUMUJUK,NT,822,130.6254299,-11.75841975
NAUIYU,NT,822,130.6254299,-11.75841975
NEMARLUK,NT,822,130.6254299,-11.75841975
NGANMARRIYANGA,NT,822,130.6254299,-11.75841975
NGUIU,NT,822,130.6254299,-11.75841975
NUMBULWAR,NT,822,130.6254299,-11.75841975
NUMBURINDI,NT,822,130.6254299,-11.75841975
OENPELLI,NT,822,130.6254299,-11.75841975
PEPPIMENARTI,NT,822,130.6254299,-11.75841975
PIRLANGIMPI,NT,822,130.6254299,-11.75841975
POINT STEPHENS,NT,822,130.6254299,-11.75841975
POINT STUART,NT,822,130.6254299,-11.75841975
PULARUMPI,NT,822,130.6254299,-11.75841975
PULUMPA,NT,822,130.6254299,-11.75841975
RAKULA,NT,822,130.6254299,-11.75841975
RAMINGINING,NT,822,130.6254299,-11.75841975
ROBIN FALLS,NT,822,130.6254299,-11.75841975
RUM JUNGLE,NT,822,130.6254299,-11.75841975
SANDPALMS ROADHOUSE,NT,822,130.6254299,-11.75841975
SOUTHPORT,NT,822,130.6254299,-11.75841975
STAPLETON,NT,822,130.6254299,-11.75841975
THAMARRURR,NT,822,130.6254299,-11.75841975
TIPPERARY,NT,822,130.6254299,-11.75841975
TIVENDALE,NT,822,130.6254299,-11.75841975
TIWI ISLANDS,NT,822,130.6254299,-11.75841975
TORTILLA FLATS,NT,822,130.6254299,-11.75841975
TUMBLING WATERS,NT,822,130.6254299,-11.75841975
UMBAKUMBA,NT,822,130.6254299,-11.75841975
VERNON ISLANDS,NT,822,130.6254299,-11.75841975
VIRGINIA,NT,822,130.6254299,-11.75841975
WADEYE,NT,822,130.6254299,-11.75841975
WAGAIT BEACH,NT,822,130.7459083,-12.43399126
WAK WAK,NT,822,130.6254299,-11.75841975
WARRUWI,NT,822,130.6254299,-11.75841975
WEDDELL,NT,822,130.6254299,-11.75841975
WEST ARNHEM,NT,822,130.6254299,-11.75841975
WICKHAM,NT,822,130.6254299,-11.75841975
WINNELLIE,NT,822,130.6254299,-11.75841975
WISHART,NT,822,130.6254299,-11.75841975
WOOLANING,NT,822,130.6254299,-11.75841975
WURRUMIYANGA,NT,822,130.6254299,-11.75841975
BERRIMAH,NT,828,130.932068,-12.432024
KNUCKEY LAGOON,NT,828,130.932068,-12.432024
HOLTZE,NT,829,130.9597671,-12.45763297
PINELANDS,NT,829,130.9597671,-12.45763297
ARCHER,NT,830,130.9580765,-12.52139649
DRIVER,NT,830,130.974879,-12.475071
DURACK,NT,830,130.974879,-12.475071
FARRAR,NT,830,130.974879,-12.475071
GRAY,NT,830,130.974879,-12.475071
MARLOW LAGOON,NT,830,130.974879,-12.475071
MOULDEN,NT,830,130.974879,-12.475071
PALMERSTON,NT,830,130.974879,-12.475071
SHOAL BAY,NT,830,130.974879,-12.475071
WOODROFFE,NT,830,130.974879,-12.475071
YARRAWONGA,NT,830,130.974879,-12.475071
PALMERSTON,NT,831,130.974879,-12.475071
BAKEWELL,NT,832,130.9936551,-12.49684676
BELLAMACK,NT,832,130.9830307,-12.51562954
GUNN,NT,832,130.957712,-12.502817
JOHNSTON,NT,832,131.0063506,-12.49297483
MITCHELL,NT,832,130.957712,-12.502817
ROSEBERY,NT,832,130.957712,-12.502817
ROSEBERY HEIGHTS,NT,832,130.957712,-12.502817
ZUCCOLI,NT,832,131.0058233,-12.51070433
VIRGINIA,NT,834,131.0234875,-12.54686461
Coolalinga,NT,835,131.0415,-12.5231
HOWARD SPRINGS,NT,835,131.013741,-12.452568
VIRGINIA,NT,835,131.013741,-12.452568
GIRRAWEEN,NT,836,131.0962,-12.5255
HERBERT,NT,836,131.100668,-12.557754
HUMPTY DOO,NT,836,131.1272564,-12.58487247
MANTON,NT,837,131.016647,-12.704767
NOONAMAH,NT,837,131.094044,-12.64187171
BERRY SPRINGS,NT,838,131.0067348,-12.71878122
COOLALINGA,NT,839,131.0402017,-12.52001124
DUNDEE BEACH,NT,840,130.3529386,-12.72451307
DUNDEE DOWNS,NT,840,130.5109414,-12.76554875
DUNDEE FOREST,NT,840,130.4518371,-12.71366907
DARWIN RIVER,NT,841,130.969862,-12.81922863
BATCHELOR,NT,845,131.038475,-13.045118
ADELAIDE RIVER,NT,846,131.095002,-13.210299
PINE CREEK,NT,847,131.759154,-14.012122
COSSACK,NT,850,132.1721041,-14.46369137
EMUNGALAN,NT,850,132.2418315,-14.4161067
KATHERINE,NT,850,132.365352,-14.195911
KATHERINE EAST,NT,850,132.2874375,-14.46576308
KATHERINE SOUTH,NT,850,132.2598385,-14.48180579
LANSDOWNE,NT,850,132.3888705,-14.43162875
KATHERINE,NT,851,137.050719,-15.711424
ARNOLD,NT,852,130.8418661,-16.4525888
BAINES,NT,852,130.8418661,-16.4525888
BARUNGA,NT,852,130.8418661,-16.4525888
BESWICK,NT,852,130.8418661,-16.4525888
BESWICK CREEK,NT,852,130.8418661,-16.4525888
BINJARI,NT,852,130.8418661,-16.4525888
BIRDUM,NT,852,130.8418661,-16.4525888
BRADSHAW,NT,852,130.8418661,-16.4525888
BUCHANAN,NT,852,130.8418661,-16.4525888
BULMAN WEEMOL,NT,852,130.8418661,-16.4525888
CRESWELL,NT,852,130.8418661,-16.4525888
DAGURAGU,NT,852,130.8418661,-16.4525888
DALY WATERS,NT,852,130.8418661,-16.4525888
DELAMERE,NT,852,130.8418661,-16.4525888
DUNMARRA,NT,852,130.8418661,-16.4525888
EDITH,NT,852,130.8418661,-16.4525888
EDITH RIVER,NT,852,130.8418661,-16.4525888
ELSEY,NT,852,130.8418661,-16.4525888
ELSEY STATION,NT,852,130.8418661,-16.4525888
FLORINA,NT,852,130.8418661,-16.4525888
FLYING FOX,NT,852,130.8418661,-16.4525888
GREGORY,NT,852,130.8418661,-16.4525888
GULUNG MARDRULK,NT,852,130.8418661,-16.4525888
GURINDJI,NT,852,130.8418661,-16.4525888
HELEN SPRINGS STATION,NT,852,130.8418661,-16.4525888
JILKMINGGAN,NT,852,130.8418661,-16.4525888
KALKARINDJI,NT,852,130.8418661,-16.4525888
KALKARINGI,NT,852,130.8418661,-16.4525888
KATHERINE,NT,852,130.8418661,-16.4525888
LAJAMANU,NT,852,130.8418661,-16.4525888
LARRIMAH,NT,852,130.8418661,-16.4525888
LIMMEN,NT,852,130.8418661,-16.4525888
MANBULLOO,NT,852,130.8418661,-16.4525888
MARANBOY,NT,852,130.8418661,-16.4525888
MATARANKA,NT,852,130.8418661,-16.4525888
MCARTHUR,NT,852,130.8418661,-16.4525888
MINIYERI,NT,852,130.8418661,-16.4525888
MINIYERRI,NT,852,134.0832,-15.2277
NGUKURR,NT,852,130.8418661,-16.4525888
NITMILUK,NT,852,130.8418661,-16.4525888
NUMBULWAR,NT,852,130.8418661,-16.4525888
NUTWOOD DOWNS,NT,852,130.8418661,-16.4525888
PELLEW ISLANDS,NT,852,130.8418661,-16.4525888
PIGEON HOLE,NT,852,130.8418661,-16.4525888
ROBINSON RIVER,NT,852,130.8418661,-16.4525888
STURT PLATEAU,NT,852,130.8418661,-16.4525888
TANAMI EAST,NT,852,130.8418661,-16.4525888
TIMBER CREEK,NT,852,130.8418661,-16.4525888
TOP SPRINGS,NT,852,130.8418661,-16.4525888
URALLA,NT,852,130.8418661,-16.4525888
VENN,NT,852,130.8418661,-16.4525888
VICTORIA RIVER,NT,852,130.8418661,-16.4525888
VICTORIA RIVER DOWNS,NT,852,130.8418661,-16.4525888
WARUMUNGU,NT,852,130.8418661,-16.4525888
WAVE HILL,NT,852,130.8418661,-16.4525888
WILTON,NT,852,130.8418661,-16.4525888
YARRALIN,NT,852,130.8418661,-16.4525888
TINDAL,NT,853,132.3791217,-14.53113365
TINDAL RAAF,NT,853,132.417121,-14.558122
BORROLOOLA,NT,854,136.424191,-16.503809
KING ASH BAY,NT,854,136.3091159,-16.070754
TENNANT CREEK,NT,860,134.173599,-19.641301
BRUNCHILLY,NT,861,134.500504,-18.874571
TENNANT CREEK,NT,861,134.463153,-18.251528
AVON DOWNS,NT,862,134.463153,-18.251528
CALVERT,NT,862,137.4667145,-16.79698963
CRESSWELL DOWNS,NT,862,134.463153,-18.251528
ELLIOTT,NT,862,134.463153,-18.251528
HELEN SPRINGS,NT,862,134.463153,-18.251528
MUCKATY STATION,NT,862,134.463153,-18.251528
NEWCASTLE WATERS,NT,862,134.463153,-18.251528
NICHOLSON,NT,862,137.6072968,-18.45128815
PAMAYU,NT,862,134.055559,-17.60786065
PHILLIP CREEK STATION,NT,862,134.463153,-18.251528
RENNER SPRINGS,NT,862,134.463153,-18.251528
TABLELANDS,NT,862,135.5134605,-18.92862068
TENNANT CREEK,NT,862,134.463153,-18.251528
THREE WAYS,NT,862,134.463153,-18.251528
WARREGO,NT,862,134.463153,-18.251528
WOLLOGORANG STATION,NT,862,134.463153,-18.251528
WYCLIFFE WELL,NT,862,134.463153,-18.251528
ALICE SPRINGS,NT,870,133.86314,-23.702291
ARALUEN,NT,870,133.853957,-23.6967102
BRAITLING,NT,870,133.8633044,-23.67527346
CICCONE,NT,870,133.8678028,-23.69234565
DESERT SPRINGS,NT,870,133.8867138,-23.71460854
EAST SIDE,NT,870,133.8971833,-23.69030677
GILLEN,NT,870,133.8660005,-23.71080361
SADADEEN,NT,870,133.9010002,-23.70326702
STUART,NT,870,133.8823863,-23.6730301
THE GAP,NT,870,133.8740968,-23.71393895
WHITE GUMS,NT,870,133.7578528,-23.75188561
ALICE SPRINGS,NT,871,131.298809,-21.949513
AHERRENGE,NT,872,131.298809,-21.949513
ALI CURUNG,NT,872,131.298809,-21.949513
ALICE SPRINGS,NT,872,131.298809,-21.949513
AMATA,NT,872,131.298809,-21.949513
AMATA,SA,872,131.1738799,-26.12766197
AMOONGUNA,NT,872,131.298809,-21.949513
AMPILATWATJA,NT,872,131.298809,-21.949513
ANANGU PITJANTJATJARA YANKUNYTJATJARA,NT,872,131.298809,-21.949513
ANATYE,NT,872,131.298809,-21.949513
ANMATJERE,NT,872,131.298809,-21.949513
ANTEWENEGERRDE,NT,872,131.298809,-21.949513
AREYONGA,NT,872,131.298809,-21.949513
ATITJERE,NT,872,131.298809,-21.949513
AYERS RANGE SOUTH,SA,872,133.2680322,-26.1906007
AYERS ROCK,NT,872,131.298809,-21.949513
BARROW CREEK,NT,872,131.298809,-21.949513
BURT PLAIN,NT,872,131.298809,-21.949513
CANTEEN CREEK,NT,872,131.298809,-21.949513
CHILLA WELL,NT,872,131.298809,-21.949513
COSTELLO,NT,872,131.298809,-21.949513
DAVENPORT,NT,872,131.298809,-21.949513
DE ROSE HILL,SA,872,133.3111959,-26.5560969
DOCKER RIVER,NT,872,131.298809,-21.949513
ENGAWALA,NT,872,131.298809,-21.949513
ERLDUNDA,NT,872,131.298809,-21.949513
ERNABELLA,SA,872,131.298809,-21.949513
ERNABELLA (PUKATJA),SA,872,132.134,-26.2796
FINKE,NT,872,131.298809,-21.949513
FREGON,SA,872,131.298809,-21.949513
GHAN,NT,872,131.298809,-21.949513
GIBSON DESERT NORTH,WA,872,131.298809,-21.949513
GIBSON DESERT SOUTH,WA,872,125.9841842,-24.94725917
HAASTS BLUFF,NT,872,131.298809,-21.949513
HALE,NT,872,131.298809,-21.949513
HART,NT,872,131.298809,-21.949513
HART RANGE,NT,872,131.298809,-21.949513
HERMANNSBURG,NT,872,131.298809,-21.949513
HUGH,NT,872,131.298809,-21.949513
IMAMPA,NT,872,131.298809,-21.949513
IMANPA,NT,872,131.298809,-21.949513
INDULKANA,SA,872,131.298809,-21.949513
INDULKANA (IWANTJA),SA,872,133.308,-26.9661
ININTI STORE,NT,872,131.298809,-21.949513
IRRUNYTJU,WA,872,128.9255,-26.0621
IWANTJA,SA,872,133.3066861,-26.97805135
JAY CREEK,NT,872,131.298809,-21.949513
KALKA,SA,872,129.1527543,-26.11557751
KALTJITI,SA,872,132.0298903,-26.76713295
KALTUKATJARA,NT,872,131.298809,-21.949513
KANPA,WA,872,125.6165,-26.5308
KANPI,SA,872,130.1149452,-26.16295046
KINGS CREEK STATION,NT,872,131.298809,-21.949513
KINTORE,NT,872,131.298809,-21.949513
KIWIRRKURRA,WA,872,126.954107,-23.2807675
KULGERA,NT,872,131.298809,-21.949513
KUNPARRKA,NT,872,131.298809,-21.949513
LAKE MACKAY,NT,872,131.298809,-21.949513
LAMBINA,SA,872,134.0209294,-26.98843007
LARAMBA,NT,872,131.298809,-21.949513
MACDONNELL RANGE,NT,872,131.298809,-21.949513
MANTAMARU,WA,872,127.6841,-25.8447
MEREENIE,NT,872,131.298809,-21.949513
MIMILI,SA,872,132.7012923,-27.02392513
MOUNT LIEBIG,NT,872,131.298809,-21.949513
MOUNT ZEIL,NT,872,131.298809,-21.949513
MULGA BORE,NT,872,131.298809,-21.949513
MURPUTJA,SA,872,130.1826917,-26.1637425
MURPUTJA HOMELANDS,NT,872,131.298809,-21.949513
MUTITJULU,NT,872,131.298809,-21.949513
NAMATJIRA,NT,872,131.298809,-21.949513
NAPPERBY STATION,NT,872,131.298809,-21.949513
NGAANYATJARRA-GILES,WA,872,128.1150802,-25.27073166
NYAPARI,SA,872,130.2070878,-26.18249261
NYIRRIPI,NT,872,131.298809,-21.949513
PAPULANKUTJA,WA,872,128.2805,-25.9975
PAPUNYA,NT,872,131.298809,-21.949513
PATJARR,WA,872,131.6138326,-23.4686864
PETERMANN,NT,872,131.298809,-21.949513
PIPALYATJARA,SA,872,129.1456993,-26.17046294
PITJANTJATJARA HOMELANDS,NT,872,131.298809,-21.949513
PUKATJA,SA,872,132.138154,-26.29118818
SANDOVER,NT,872,131.298809,-21.949513
SANTA TERESA,NT,872,131.298809,-21.949513
SIMPSON,NT,872,131.298809,-21.949513
TANAMI,NT,872,131.298809,-21.949513
TARA,NT,872,131.298809,-21.949513
TELEGRAPH STATION,NT,872,131.298809,-21.949513
THANGKENHARENGE,NT,872,131.298809,-21.949513
TI TREE,NT,872,131.298809,-21.949513
TIEYON,SA,872,133.8900188,-26.34253111
TITJIKALA,NT,872,131.298809,-21.949513
TJIRRKARLI,WA,872,125.3466253,-25.9752687
TJUKURLA,WA,872,128.656027,-24.343546
ULURU,NT,872,131.298809,-21.949513
UMPANGARA,NT,872,131.298809,-21.949513
UMUWA,SA,872,132.0252848,-26.47801156
URAPUNTJA,NT,872,131.298809,-21.949513
WALLACE ROCKHOLE,NT,872,131.298809,-21.949513
WANARN,NT,872,131.298809,-21.949513
WARAKURNA,WA,872,131.298809,-21.949513
WATARRU,SA,872,129.9052488,-27.02469871
WATINUMA,SA,872,131.8810186,-26.52118731
WILLOWRA,NT,872,131.298809,-21.949513
WILORA,NT,872,131.298809,-21.949513
WINGELLINA,WA,872,131.6138326,-23.4686864
WUTUNUGURRA,NT,872,131.298809,-21.949513
YUELAMU,NT,872,131.298809,-21.949513
YUENDUMU,NT,872,131.298809,-21.949513
YULARA,NT,872,131.298809,-21.949513
YUNYARINYI,SA,872,132.4550072,-26.32328109
AMOONGUNA,NT,873,133.9050112,-23.74471408
ARUMBERA,NT,873,133.9050112,-23.74471408
CONNELLAN,NT,873,133.9050112,-23.74471408
HEAVITREE GAP CPA,NT,873,133.9050112,-23.74471408
ILPARPA,NT,873,133.9050112,-23.74471408
KILGARIFF,NT,873,133.9050112,-23.74471408
ROSS,NT,873,133.9050112,-23.74471408
IRLPME,NT,874,133.8647591,-23.64690294
MOUNT JOHNS,NT,874,133.9123902,-23.72335988
UNDOOLYA,NT,874,133.9224797,-23.68480339
FLYNN,NT,875,133.8354205,-23.71350386
LARAPINTA,NT,875,133.8311794,-23.68028355
GAPUWIYAK,NT,880,135.7954286,-12.50557433
GOVE,NT,880,136.824863,-11.670366
GUNYANGARA,NT,880,136.7083085,-12.21424182
NHULUNBUY,NT,880,136.824863,-11.670366
YIRRKALA,NT,880,136.8772098,-12.2425718
NHULUNBUY,NT,881,136.824863,-11.670366
ALYANGULA,NT,885,136.420066,-13.85078586
JABIRU,NT,886,132.563373,-13.13118
WINNELLIE,NT,906,136.947051,-13.643283
WINNELLIE,NT,907,136.947051,-13.643283
CHARLES DARWIN UNIVERSITY,NT,909,130.869,-12.3718
UNIVERSITY,NT,909,130.869,-12.3718
SYDNEY,NSW,1001,151.268071,-33.794883
SYDNEY,NSW,1002,151.268071,-33.794883
SYDNEY,NSW,1003,151.268071,-33.794883
SYDNEY,NSW,1004,151.268071,-33.794883
SYDNEY,NSW,1005,151.268071,-33.794883
SYDNEY,NSW,1006,151.268071,-33.794883
SYDNEY,NSW,1007,151.268071,-33.794883
SYDNEY,NSW,1008,151.268071,-33.794883
SYDNEY,NSW,1009,151.268071,-33.794883
SYDNEY,NSW,1010,151.268071,-33.794883
SYDNEY,NSW,1020,151.268071,-33.794883
SYDNEY,NSW,1021,151.268071,-33.794883
SYDNEY,NSW,1022,151.268071,-33.794883
SYDNEY,NSW,1023,151.268071,-33.794883
SYDNEY,NSW,1025,151.268071,-33.794883
SYDNEY,NSW,1026,151.268071,-33.794883
SYDNEY,NSW,1027,151.268071,-33.794883
SYDNEY,NSW,1028,151.268071,-33.794883
SYDNEY,NSW,1029,151.268071,-33.794883
SYDNEY,NSW,1030,151.268071,-33.794883
SYDNEY,NSW,1031,151.268071,-33.794883
SYDNEY,NSW,1032,150.874182,-33.662834
SYDNEY,NSW,1033,151.268071,-33.794883
SYDNEY,NSW,1034,151.268071,-33.794883
SYDNEY,NSW,1035,151.268071,-33.794883
SYDNEY,NSW,1036,151.268071,-33.794883
SYDNEY,NSW,1037,151.268071,-33.794883
SYDNEY,NSW,1038,151.268071,-33.794883
SYDNEY,NSW,1039,151.268071,-33.794883
SYDNEY,NSW,1040,151.268071,-33.794883
SYDNEY,NSW,1041,151.268071,-33.794883
SYDNEY,NSW,1042,151.268071,-33.794883
SYDNEY,NSW,1043,151.268071,-33.794883
SYDNEY,NSW,1044,151.268071,-33.794883
SYDNEY,NSW,1045,151.268071,-33.794883
SYDNEY,NSW,1046,151.268071,-33.794883
SYDNEY,NSW,1100,151.268071,-33.794883
SYDNEY,NSW,1101,151.268071,-33.794883
SYDNEY,NSW,1105,151.268071,-33.794883
SYDNEY,NSW,1106,151.268071,-33.794883
SYDNEY,NSW,1107,151.268071,-33.794883
SYDNEY,NSW,1108,151.268071,-33.794883
SYDNEY,NSW,1109,151.268071,-33.794883
SYDNEY,NSW,1110,151.268071,-33.794883
SYDNEY,NSW,1112,151.268071,-33.794883
SYDNEY,NSW,1113,151.268071,-33.794883
SYDNEY,NSW,1114,151.268071,-33.794883
SYDNEY,NSW,1115,151.268071,-33.794883
SYDNEY,NSW,1116,150.866145,-33.666729
SYDNEY,NSW,1117,150.87022,-33.664575
SYDNEY,NSW,1118,151.268071,-33.794883
SYDNEY,NSW,1119,151.268071,-33.794883
SYDNEY,NSW,1120,151.268071,-33.794883
SYDNEY,NSW,1121,151.268071,-33.794883
SYDNEY,NSW,1122,151.268071,-33.794883
SYDNEY,NSW,1123,151.268071,-33.794883
SYDNEY,NSW,1124,151.268071,-33.794883
SYDNEY,NSW,1125,151.268071,-33.794883
SYDNEY,NSW,1126,151.268071,-33.794883
SYDNEY,NSW,1127,151.268071,-33.794883
SYDNEY,NSW,1128,151.268071,-33.794883
SYDNEY,NSW,1129,151.268071,-33.794883
SYDNEY,NSW,1130,151.268071,-33.794883
SYDNEY,NSW,1131,151.268071,-33.794883
SYDNEY,NSW,1132,150.874265,-33.66279
SYDNEY,NSW,1133,151.268071,-33.794883
SYDNEY,NSW,1134,151.268071,-33.794883
SYDNEY,NSW,1135,151.268071,-33.794883
SYDNEY,NSW,1136,151.268071,-33.794883
SYDNEY,NSW,1137,151.268071,-33.794883
SYDNEY,NSW,1138,151.268071,-33.794883
SYDNEY,NSW,1139,151.268071,-33.794883
SYDNEY,NSW,1140,151.268071,-33.794883
SYDNEY,NSW,1141,151.268071,-33.794883
SYDNEY,NSW,1142,151.268071,-33.794883
SYDNEY,NSW,1143,151.268071,-33.794883
SYDNEY,NSW,1144,151.268071,-33.794883
SYDNEY,NSW,1145,151.268071,-33.794883
SYDNEY,NSW,1146,151.268071,-33.794883
SYDNEY,NSW,1147,151.268071,-33.794883
SYDNEY,NSW,1148,151.268071,-33.794883
SYDNEY,NSW,1149,151.268071,-33.794883
SYDNEY,NSW,1150,151.268071,-33.794883
SYDNEY,NSW,1151,151.268071,-33.794883
SYDNEY,NSW,1152,151.268071,-33.794883
SYDNEY,NSW,1153,151.268071,-33.794883
SYDNEY,NSW,1154,151.268071,-33.794883
SYDNEY,NSW,1155,151.268071,-33.794883
SYDNEY,NSW,1156,151.268071,-33.794883
SYDNEY,NSW,1157,151.268071,-33.794883
SYDNEY,NSW,1158,151.268071,-33.794883
SYDNEY,NSW,1159,151.268071,-33.794883
SYDNEY,NSW,1160,151.268071,-33.794883
SYDNEY,NSW,1161,151.268071,-33.794883
SYDNEY,NSW,1162,151.268071,-33.794883
SYDNEY,NSW,1163,151.268071,-33.794883
SYDNEY,NSW,1164,151.268071,-33.794883
SYDNEY,NSW,1165,151.268071,-33.794883
SYDNEY,NSW,1166,151.268071,-33.794883
